%ext.dat
%In questo file sono salvate le estensioni dei singoli file del cd1 di xenogears
%
%Il formato è:
%	numero,nome_alternativo,estensione
%
%Tutte le righe che iniziano con % sono commenti.
%
%Non lasciare spazi vuoti o righe bianche!!
%
%
%DIRECTORY 0
1,,str
2,,str
3,,str
4,,str
5,,str
6,,str
7,,str
8,,str
9,,str
10,,str
11,,str
12,,str
13,,str
14,,str
15,,str
16,,str
17,,str
%
%DIRECTORY 1
%24,,snd
%25,,snd
%26,,snd
%27,,snd
%
%DIRECTORY 9
492,,tim
493,,tim
494,,tim
495,,tim
496,,tim
497,,tim
498,,tim
499,,tim
500,,tim
501,,tim
502,,tim
503,,tim
504,,tim
505,,tim
506,,tim
507,,tim
508,,tim
509,,tim
510,,tim
511,,tim
512,,tim
513,,tim
514,,tim
515,,tim
516,,tim
517,,tim
518,,tim
519,,tim
520,,tim
521,,tim
522,,tim
523,,tim
524,,tim
525,,tim
526,,tim
527,,tim
528,,tim
529,,tim
530,,tim
531,,tim
532,,tim
533,,tim
534,,tim
535,,tim
536,,tim
537,,tim
538,,tim
539,,tim
540,,tim
541,,tim
542,,tim
543,,tim
544,,tim
545,,tim
546,,tim
547,,tim
548,,tim
549,,tim
550,,tim
551,,tim
552,,tim
553,,tim
554,,tim
555,,tim
556,,tim
557,,tim
558,,tim
559,,tim
560,,tim
561,,tim
562,,tim
563,,tim
564,,tim
565,,tim
566,,tim
567,,tim
568,,tim
569,,tim
570,,tim
571,,tim
572,,tim
573,,tim
574,,tim
575,,tim
576,,tim
577,,tim
578,,tim
579,,tim
580,,tim
581,,tim
582,,tim
%
%DIRECTORY 10
%
592,,tim
594,,tim
%
%DIRECTORY 10
%
606,,dat
608,,dat
610,,dat
612,,dat
614,,dat
616,,dat
618,,dat
620,,dat
622,,dat
624,,dat
626,,dat
628,,dat
630,,dat
632,,dat
634,,dat
636,,dat
638,,dat
640,,dat
642,,dat
644,,dat
646,,dat
648,,dat
650,,dat
652,,dat
654,,dat
656,,dat
658,,dat
660,,dat
662,,dat
664,,dat
666,,dat
668,,dat
670,,dat
672,,dat
674,,dat
676,,dat
678,,dat
680,,dat
682,,dat
684,,dat
686,,dat
688,,dat
690,,dat
692,,dat
694,,dat
696,,dat
698,,dat
700,,dat
702,,dat
704,,dat
706,,dat
708,,dat
710,,dat
712,,dat
714,,dat
716,,dat
718,,dat
720,,dat
722,,dat
724,,dat
726,,dat
728,,dat
730,,dat
732,,dat
734,,dat
736,,dat
738,,dat
740,,dat
742,,dat
744,,dat
746,,dat
748,,dat
750,,dat
752,,dat
754,,dat
756,,dat
758,,dat
760,,dat
762,,dat
764,,dat
766,,dat
768,,dat
770,,dat
772,,dat
774,,dat
776,,dat
778,,dat
780,,dat
782,,dat
784,,dat
786,,dat
788,,dat
790,,dat
792,,dat
794,,dat
796,,dat
798,,dat
800,,dat
802,,dat
804,,dat
806,,dat
808,,dat
810,,dat
812,,dat
814,,dat
816,,dat
818,,dat
820,,dat
822,,dat
824,,dat
826,,dat
828,,dat
830,,dat
832,,dat
834,,dat
836,,dat
838,,dat
840,,dat
842,,dat
844,,dat
846,,dat
848,,dat
850,,dat
852,,dat
854,,dat
856,,dat
858,,dat
860,,dat
862,,dat
864,,dat
866,,dat
868,,dat
870,,dat
872,,dat
874,,dat
876,,dat
878,,dat
880,,dat
882,,dat
884,,dat
886,,dat
888,,dat
890,,dat
892,,dat
894,,dat
896,,dat
898,,dat
900,,dat
902,,dat
904,,dat
906,,dat
908,,dat
910,,dat
912,,dat
914,,dat
916,,dat
918,,dat
920,,dat
922,,dat
924,,dat
926,,dat
928,,dat
930,,dat
932,,dat
934,,dat
936,,dat
938,,dat
940,,dat
942,,dat
944,,dat
946,,dat
948,,dat
950,,dat
952,,dat
954,,dat
956,,dat
958,,dat
960,,dat
962,,dat
964,,dat
966,,dat
968,,dat
970,,dat
972,,dat
974,,dat
976,,dat
978,,dat
980,,dat
982,,dat
984,,dat
986,,dat
988,,dat
990,,dat
992,,dat
994,,dat
996,,dat
998,,dat
